May 7, 2021 at 11:10:47 AM
ONSET PROD LOG FILE
S0010_B1
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
6	6	readRepeat	echolalia	178416.56405925	When peeling an orange, it is hard not to spray juice.	When peeling an orange, it is hard not to spray juice.	0
6	6	listen	echolalia	178423.464016333	When peeling an orange, it is hard not to spray juice.	When peeling an orange, it is hard not to spray juice.	0
7	7	readRepeat	echolalia	178431.248112166	The morning dew on the spider web glistened in the sun.	The morning dew on the spider web glistened in the sun.	0
7	7	listen	echolalia	178438.332543166	The morning dew on the spider web glistened in the sun.	The morning dew on the spider web glistened in the sun.	0
8	8	readRepeat	echolalia	178446.382131625	Tornados often destroy aviaries.	Tornados often destroy aviaries.	0
8	8	listen	echolalia	178453.715846625	Tornados often destroy aviaries.	Tornados often destroy aviaries.	0
9	9	readRepeat	echolalia	178462.51612975	They remained lifelong friends and companions.	They remained lifelong friends and companions.	0
9	9	listen	echolalia	178468.61753675	They remained lifelong friends and companions.	They remained lifelong friends and companions.	0
10	10	readRepeat	echolalia	178475.450543	The football team coach has a watch as thin as a dime.	The football team coach has a watch as thin as a dime.	0
10	10	listen	echolalia	178482.200757041	The football team coach has a watch as thin as a dime.	The football team coach has a watch as thin as a dime.	0
11	11	readRepeat	echolalia	178489.718288833	They often go out in the evening.	They often go out in the evening.	0
11	11	listen	echolalia	178494.534856625	They often go out in the evening.	They often go out in the evening.	0
12	12	readRepeat	echolalia	178500.286089083	Our experiment's positive outcome was unexpected.	Our experiment's positive outcome was unexpected.	0
12	12	listen	echolalia	178507.366754875	Our experiment's positive outcome was unexpected.	Our experiment's positive outcome was unexpected.	0
13	13	readRepeat	echolalia	178515.069446	Each stag surely finds a big fawn.	Each stag surely finds a big fawn.	0
13	13	listen	echolalia	178521.036305416	Each stag surely finds a big fawn.	Each stag surely finds a big fawn.	0
14	14	readRepeat	echolalia	178527.753870875	The cigarettes in the clay ashtray overflowed onto the oak table.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
14	14	listen	echolalia	178534.986931083	The cigarettes in the clay ashtray overflowed onto the oak table.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
15	15	readRepeat	echolalia	178543.187897291	Project development was proceeding too slowly.	Project development was proceeding too slowly.	0
15	15	listen	echolalia	178548.771138625	Project development was proceeding too slowly.	Project development was proceeding too slowly.	0
16	16	readRepeat	echolalia	178555.288179458	Will Robin wear a yellow lily?	Will Robin wear a yellow lily?	0
16	16	listen	echolalia	178561.521701	Will Robin wear a yellow lily?	Will Robin wear a yellow lily?	0
17	17	readRepeat	echolalia	178568.855937708	Thomas thinks a larger clamp solves the problem.	Thomas thinks a larger clamp solves the problem.	0
17	17	listen	echolalia	178574.988806166	Thomas thinks a larger clamp solves the problem.	Thomas thinks a larger clamp solves the problem.	0
18	18	readRepeat	echolalia	178581.924577875	This was easy for us.	This was easy for us.	0
18	18	listen	echolalia	178587.940166208	This was easy for us.	This was easy for us.	0
19	19	readRepeat	echolalia	178594.590245041	December and January are nice months to spend in Miami.	December and January are nice months to spend in Miami.	0
19	19	listen	echolalia	178601.607298166	December and January are nice months to spend in Miami.	December and January are nice months to spend in Miami.	0
20	20	readRepeat	echolalia	178609.40773175	Last year's gas shortage caused steep price increases.	Last year's gas shortage caused steep price increases.	0
20	20	listen	echolalia	178615.908562041	Last year's gas shortage caused steep price increases.	Last year's gas shortage caused steep price increases.	0
0	0	break	break	178623.475859208	break	break	break
1	21	readRepeat	shuffled	178623.475859208	Diane may splurge and buy a turquoise necklace.	Thomas thinks a larger clamp solves the problem.	0
1	21	listen	shuffled	178633.092923	Diane may splurge and buy a turquoise necklace.	Thomas thinks a larger clamp solves the problem.	0
2	22	readRepeat	shuffled	178639.793260083	Grandmother outgrew her upbringing in petticoats.	Diane may splurge and buy a turquoise necklace.	0
2	22	listen	shuffled	178647.510155416	Grandmother outgrew her upbringing in petticoats.	Diane may splurge and buy a turquoise necklace.	0
3	23	readRepeat	shuffled	178650.811845833	Objects made of pewter are beautiful.	Grandmother outgrew her upbringing in petticoats.	0
3	23	listen	shuffled	178656.077638791	Objects made of pewter are beautiful.	Grandmother outgrew her upbringing in petticoats.	0
4	24	readRepeat	shuffled	178666.094611875	Artificial intelligence is for real.	When peeling an orange, it is hard not to spray juice.	0
4	24	listen	shuffled	178671.26167025	Artificial intelligence is for real.	When peeling an orange, it is hard not to spray juice.	0
5	25	readRepeat	shuffled	178679.278206875	Todd placed top priority on getting his bike fixed.	Will Robin wear a yellow lily?	0
5	25	listen	shuffled	178685.346217291	Todd placed top priority on getting his bike fixed.	Will Robin wear a yellow lily?	0
6	26	readRepeat	shuffled	178692.32905075	When peeling an orange, it is hard not to spray juice.	Last year's gas shortage caused steep price increases.	0
6	26	listen	shuffled	178698.39557325	When peeling an orange, it is hard not to spray juice.	Last year's gas shortage caused steep price increases.	0
7	27	readRepeat	shuffled	178705.962759416	The morning dew on the spider web glistened in the sun.	The football team coach has a watch as thin as a dime.	0
7	27	listen	shuffled	178712.560477333	The morning dew on the spider web glistened in the sun.	The football team coach has a watch as thin as a dime.	0
8	28	readRepeat	shuffled	178720.21287325	Tornados often destroy aviaries.	Objects made of pewter are beautiful.	0
8	28	listen	shuffled	178728.030641833	Tornados often destroy aviaries.	Objects made of pewter are beautiful.	0
9	29	readRepeat	shuffled	178740.100125208	They remained lifelong friends and companions.	Tornados often destroy aviaries.	0
9	29	listen	shuffled	178745.181976666	They remained lifelong friends and companions.	Tornados often destroy aviaries.	0
10	30	readRepeat	shuffled	178754.349548041	The football team coach has a watch as thin as a dime.	December and January are nice months to spend in Miami.	0
10	30	listen	shuffled	178759.832371	The football team coach has a watch as thin as a dime.	December and January are nice months to spend in Miami.	0
11	31	readRepeat	shuffled	178767.666962125	They often go out in the evening.	This was easy for us.	0
11	31	listen	shuffled	178771.999783125	They often go out in the evening.	This was easy for us.	0
12	32	readRepeat	shuffled	178779.367412208	Our experiment's positive outcome was unexpected.	Artificial intelligence is for real.	0
12	32	listen	shuffled	178785.784340125	Our experiment's positive outcome was unexpected.	Artificial intelligence is for real.	0
13	33	readRepeat	shuffled	178792.386465875	Each stag surely finds a big fawn.	They often go out in the evening.	0
13	33	listen	shuffled	178797.76904025	Each stag surely finds a big fawn.	They often go out in the evening.	0
14	34	readRepeat	shuffled	178803.652063	The cigarettes in the clay ashtray overflowed onto the oak table.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
14	34	listen	shuffled	178811.552707625	The cigarettes in the clay ashtray overflowed onto the oak table.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
15	35	readRepeat	shuffled	178819.952725	Project development was proceeding too slowly.	Project development was proceeding too slowly.	0
15	35	listen	shuffled	178825.88660275	Project development was proceeding too slowly.	Project development was proceeding too slowly.	0
16	36	readRepeat	shuffled	178832.220938291	Will Robin wear a yellow lily?	Todd placed top priority on getting his bike fixed.	0
16	36	listen	shuffled	178837.020818916	Will Robin wear a yellow lily?	Todd placed top priority on getting his bike fixed.	0
17	37	readRepeat	shuffled	178845.021033	Thomas thinks a larger clamp solves the problem.	They remained lifelong friends and companions.	0
17	37	listen	shuffled	178850.371869833	Thomas thinks a larger clamp solves the problem.	They remained lifelong friends and companions.	0
18	38	readRepeat	shuffled	178863.272585208	This was easy for us.	Our experiment's positive outcome was unexpected.	0
18	38	listen	shuffled	178867.754684791	This was easy for us.	Our experiment's positive outcome was unexpected.	0
19	39	readRepeat	shuffled	178876.240178041	December and January are nice months to spend in Miami.	Each stag surely finds a big fawn.	0
19	39	listen	shuffled	178882.82391625	December and January are nice months to spend in Miami.	Each stag surely finds a big fawn.	0
20	40	readRepeat	shuffled	178890.824263833	Last year's gas shortage caused steep price increases.	The morning dew on the spider web glistened in the sun.	0
20	40	listen	shuffled	178896.607362291	Last year's gas shortage caused steep price increases.	The morning dew on the spider web glistened in the sun.	0
1	1	readRepeat	echolalia	179065.634028833	Agricultural products are unevenly distributed.	Agricultural products are unevenly distributed.	0
1	1	listen	echolalia	179073.300634083	Agricultural products are unevenly distributed.	Agricultural products are unevenly distributed.	0
2	2	readRepeat	echolalia	179075.867569833	By eating yogurt, you may live longer.	By eating yogurt, you may live longer.	0
2	2	listen	echolalia	179081.089439458	By eating yogurt, you may live longer.	By eating yogurt, you may live longer.	0
3	3	readRepeat	echolalia	179087.300047125	The causeway ended abruptly at the shore.	The causeway ended abruptly at the shore.	0
3	3	listen	echolalia	179094.652193583	The causeway ended abruptly at the shore.	The causeway ended abruptly at the shore.	0
4	4	readRepeat	echolalia	179104.202833125	Weatherproof galoshes are very useful in Seattle.	Weatherproof galoshes are very useful in Seattle.	0
4	4	listen	echolalia	179114.619067833	Weatherproof galoshes are very useful in Seattle.	Weatherproof galoshes are very useful in Seattle.	0
5	5	readRepeat	echolalia	179125.286669875	The speech symposium might begin on Monday.	The speech symposium might begin on Monday.	0
5	5	listen	echolalia	179132.638929416	The speech symposium might begin on Monday.	The speech symposium might begin on Monday.	0
6	6	readRepeat	echolalia	179141.871080791	I'd rather not buy these shoes than be overcharged.	I'd rather not buy these shoes than be overcharged.	0
6	6	listen	echolalia	179147.871195375	I'd rather not buy these shoes than be overcharged.	I'd rather not buy these shoes than be overcharged.	0
7	7	readRepeat	echolalia	179154.871850208	Be careful not to plow over the flower beds.	Be careful not to plow over the flower beds.	0
7	7	listen	echolalia	179160.255634541	Be careful not to plow over the flower beds.	Be careful not to plow over the flower beds.	0
8	8	readRepeat	echolalia	179166.805789416	The overweight charmer could slip poison into anyone's tea.	The overweight charmer could slip poison into anyone's tea.	0
8	8	listen	echolalia	179175.04017675	The overweight charmer could slip poison into anyone's tea.	The overweight charmer could slip poison into anyone's tea.	0
9	9	readRepeat	echolalia	179187.723636125	The angry boy answered but didn't look up.	The angry boy answered but didn't look up.	0
9	9	listen	echolalia	179193.074640333	The angry boy answered but didn't look up.	The angry boy answered but didn't look up.	0
10	10	readRepeat	echolalia	179199.623380666	Which long article was opaque and needed clarification?	Which long article was opaque and needed clarification?	0
10	10	listen	echolalia	179209.775662208	Which long article was opaque and needed clarification?	Which long article was opaque and needed clarification?	0
11	11	readRepeat	echolalia	179220.959998125	Help celebrate your brother's success.	Help celebrate your brother's success.	0
11	11	listen	echolalia	179226.192476708	Help celebrate your brother's success.	Help celebrate your brother's success.	0
12	12	readRepeat	echolalia	179232.2259225	Will you please confirm government policy regarding waste removal?	Will you please confirm government policy regarding waste removal?	0
12	12	listen	echolalia	179238.993493083	Will you please confirm government policy regarding waste removal?	Will you please confirm government policy regarding waste removal?	0
13	13	readRepeat	echolalia	179246.54362225	They assume no burglar will ever enter here.	They assume no burglar will ever enter here.	0
13	13	listen	echolalia	179252.743923625	They assume no burglar will ever enter here.	They assume no burglar will ever enter here.	0
14	14	readRepeat	echolalia	179259.7778145	He will allow a rare lie.	He will allow a rare lie.	0
14	14	listen	echolalia	179265.578117041	He will allow a rare lie.	He will allow a rare lie.	0
15	15	readRepeat	echolalia	179272.378616458	Curiosity and mediocrity seldom co-exist.	Curiosity and mediocrity seldom co-exist.	0
15	15	listen	echolalia	179281.895825958	Curiosity and mediocrity seldom co-exist.	Curiosity and mediocrity seldom co-exist.	0
16	16	readRepeat	echolalia	179292.3294765	His sudden departure shocked the cast.	His sudden departure shocked the cast.	0
16	16	listen	echolalia	179297.878901041	His sudden departure shocked the cast.	His sudden departure shocked the cast.	0
17	17	readRepeat	echolalia	179304.396756916	She slipped and sprained her ankle on the steep slope.	She slipped and sprained her ankle on the steep slope.	0
17	17	listen	echolalia	179310.279995875	She slipped and sprained her ankle on the steep slope.	She slipped and sprained her ankle on the steep slope.	0
18	18	readRepeat	echolalia	179317.513153666	A big goat idly ambled through the farmyard.	A big goat idly ambled through the farmyard.	0
18	18	listen	echolalia	179326.279548875	A big goat idly ambled through the farmyard.	A big goat idly ambled through the farmyard.	0
19	19	readRepeat	echolalia	179339.882285041	Should giraffes be kept in small zoos?	Should giraffes be kept in small zoos?	0
19	19	listen	echolalia	179345.9491855	Should giraffes be kept in small zoos?	Should giraffes be kept in small zoos?	0
20	20	readRepeat	echolalia	179353.516640208	We got drenched from the uninterrupted rain.	We got drenched from the uninterrupted rain.	0
20	20	listen	echolalia	179360.083474333	We got drenched from the uninterrupted rain.	We got drenched from the uninterrupted rain.	0
0	0	break	break	179368.133892375	break	break	break
1	21	readRepeat	shuffled	179368.133892375	Agricultural products are unevenly distributed.	Help celebrate your brother's success.	0
1	21	listen	shuffled	179377.718012375	Agricultural products are unevenly distributed.	Help celebrate your brother's success.	0
2	22	readRepeat	shuffled	179384.11820625	By eating yogurt, you may live longer.	The angry boy answered but didn't look up.	0
2	22	listen	shuffled	179389.168238708	By eating yogurt, you may live longer.	The angry boy answered but didn't look up.	0
3	23	readRepeat	shuffled	179395.051335541	The causeway ended abruptly at the shore.	We got drenched from the uninterrupted rain.	0
3	23	listen	shuffled	179401.235586625	The causeway ended abruptly at the shore.	We got drenched from the uninterrupted rain.	0
4	24	readRepeat	shuffled	179408.601185583	Weatherproof galoshes are very useful in Seattle.	Curiosity and mediocrity seldom co-exist.	0
4	24	listen	shuffled	179415.087126916	Weatherproof galoshes are very useful in Seattle.	Curiosity and mediocrity seldom co-exist.	0
5	25	readRepeat	shuffled	179427.653391666	The speech symposium might begin on Monday.	They assume no burglar will ever enter here.	0
5	25	listen	shuffled	179434.455935916	The speech symposium might begin on Monday.	They assume no burglar will ever enter here.	0
6	26	readRepeat	shuffled	179441.321449875	I'd rather not buy these shoes than be overcharged.	The speech symposium might begin on Monday.	0
6	26	listen	shuffled	179447.189334208	I'd rather not buy these shoes than be overcharged.	The speech symposium might begin on Monday.	0
7	27	readRepeat	shuffled	179455.520663083	Be careful not to plow over the flower beds.	By eating yogurt, you may live longer.	0
7	27	listen	shuffled	179461.356141875	Be careful not to plow over the flower beds.	By eating yogurt, you may live longer.	0
8	28	readRepeat	shuffled	179467.170555791	The overweight charmer could slip poison into anyone's tea.	The overweight charmer could slip poison into anyone's tea.	0
8	28	listen	shuffled	179473.556325291	The overweight charmer could slip poison into anyone's tea.	The overweight charmer could slip poison into anyone's tea.	0
9	29	readRepeat	shuffled	179482.557309458	The angry boy answered but didn't look up.	He will allow a rare lie.	0
9	29	listen	shuffled	179487.924138333	The angry boy answered but didn't look up.	He will allow a rare lie.	0
10	30	readRepeat	shuffled	179494.491377125	Which long article was opaque and needed clarification?	Will you please confirm government policy regarding waste removal?	0
10	30	listen	shuffled	179501.526807083	Which long article was opaque and needed clarification?	Will you please confirm government policy regarding waste removal?	0
11	31	readRepeat	shuffled	179510.439090625	Help celebrate your brother's success.	His sudden departure shocked the cast.	0
11	31	listen	shuffled	179515.625732041	Help celebrate your brother's success.	His sudden departure shocked the cast.	0
12	32	readRepeat	shuffled	179522.110131708	Will you please confirm government policy regarding waste removal?	I'd rather not buy these shoes than be overcharged.	0
12	32	listen	shuffled	179529.092269416	Will you please confirm government policy regarding waste removal?	I'd rather not buy these shoes than be overcharged.	0
13	33	readRepeat	shuffled	179535.8074355	They assume no burglar will ever enter here.	Agricultural products are unevenly distributed.	0
13	33	listen	shuffled	179541.293589583	They assume no burglar will ever enter here.	Agricultural products are unevenly distributed.	0
14	34	readRepeat	shuffled	179546.56066775	He will allow a rare lie.	Should giraffes be kept in small zoos?	0
14	34	listen	shuffled	179552.210863625	He will allow a rare lie.	Should giraffes be kept in small zoos?	0
15	35	readRepeat	shuffled	179560.262011166	Curiosity and mediocrity seldom co-exist.	A big goat idly ambled through the farmyard.	0
15	35	listen	shuffled	179567.744334041	Curiosity and mediocrity seldom co-exist.	A big goat idly ambled through the farmyard.	0
16	36	readRepeat	shuffled	179577.695937916	His sudden departure shocked the cast.	Be careful not to plow over the flower beds.	0
16	36	listen	shuffled	179583.179749625	His sudden departure shocked the cast.	Be careful not to plow over the flower beds.	0
17	37	readRepeat	shuffled	179589.412695625	She slipped and sprained her ankle on the steep slope.	Which long article was opaque and needed clarification?	0
17	37	listen	shuffled	179595.713207708	She slipped and sprained her ankle on the steep slope.	Which long article was opaque and needed clarification?	0
18	38	readRepeat	shuffled	179606.514214375	A big goat idly ambled through the farmyard.	The causeway ended abruptly at the shore.	0
18	38	listen	shuffled	179612.948143541	A big goat idly ambled through the farmyard.	The causeway ended abruptly at the shore.	0
19	39	readRepeat	shuffled	179621.298182958	Should giraffes be kept in small zoos?	Weatherproof galoshes are very useful in Seattle.	0
19	39	listen	shuffled	179626.365041583	Should giraffes be kept in small zoos?	Weatherproof galoshes are very useful in Seattle.	0
20	40	readRepeat	shuffled	179637.381062333	We got drenched from the uninterrupted rain.	She slipped and sprained her ankle on the steep slope.	0
20	40	listen	shuffled	179642.697544583	We got drenched from the uninterrupted rain.	She slipped and sprained her ankle on the steep slope.	0
